originalNodeId,canonicalNodeId,name,merged
201005655,201000006,鸡蛋,true
201005671,201000006,鸡蛋,true
201005692,201000006,鸡蛋,true
201005710,201000006,鸡蛋,true
201005726,201000006,鸡蛋,true
201001752,201001752,鸡蛋清,false
201003712,201001752,鸡蛋清,true
201003347,201003347,鸡蛋黄,false
201002858,201002858,鸭子,false
201001429,201001429,鸭肉,false
201002328,201001429,鸭肉,true
201003012,201003012,鹌鹑蛋,false
201003879,201003879,麦冬,false
201004008,201003879,麦冬,true
201000559,201000559,麦片,false
201003587,201003587,麦芽粉,false
201001788,201001788,麻油,false
201002205,201001788,麻油,true
201003266,201001788,麻油,true
201004356,201001788,麻油,true
201004583,201001788,麻油,true
201002109,201002109,麻辣香锅调料,false
201000784,201000784,麻辣鲜,false
201001387,201001387,黄冰糖,false
201000321,201000321,黄油,false
201000498,201000321,黄油,true
201000556,201000321,黄油,true
201000633,201000321,黄油,true
201000664,201000321,黄油,true
201000734,201000321,黄油,true
201000960,201000321,黄油,true
201001019,201000321,黄油,true
201001055,201000321,黄油,true
201002397,201000321,黄油,true
201002879,201000321,黄油,true
201003114,201000321,黄油,true
201003662,201000321,黄油,true
201003686,201000321,黄油,true
201004437,201004437,黄油或玉米油,false
201002147,201002147,黄瓜,false
201003538,201002147,黄瓜,true
201004097,201002147,黄瓜,true
201004286,201002147,黄瓜,true
201004795,201002147,黄瓜,true
201004886,201002147,黄瓜,true
201005273,201002147,黄瓜,true
201003716,201003716,黄花,false
201003830,201003830,黄豆,false
201000173,201000173,黄豆酱,false
201002226,201000173,黄豆酱,true
